path,category,lines,bytes,review_status,review_depth,omission_reason
mobile/assets/fonts/PixelifySans-OFL.txt,"Kod wygenerowany, lock i zasoby zależności",94,4395,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/assets/fonts/PressStart2P-OFL.txt,"Kod wygenerowany, lock i zasoby zależności",94,4414,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/integration_test/android_pairing_flow_test.dart,Testy,46,1882,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/lib/app/app_controller.dart,Kod produkcyjny,17,459,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/app_controller_base.dart,Kod produkcyjny,918,31206,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/app_theme.dart,Kod produkcyjny,28,914,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/application_snapshot_provider.dart,Kod produkcyjny,20,688,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/conversation_navigation_intent.dart,Kod produkcyjny,35,870,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/conversation_preferences.dart,Kod produkcyjny,149,4456,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/desktop_autostart.dart,Kod produkcyjny,39,849,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/desktop_navigation_intent.dart,Kod produkcyjny,17,440,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/desktop_notification_service.dart,Kod produkcyjny,94,3112,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/desktop_window_lifecycle.dart,Kod produkcyjny,215,6813,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/notification_safe_app_controller.dart,Kod produkcyjny,222,7353,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/notifications/toast_message.dart,Kod produkcyjny,39,845,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/notifications/ui_notification_center.dart,Kod produkcyjny,111,3493,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/pairing_recovery_app_controller.dart,Kod produkcyjny,415,12904,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/sequential_app_controller.dart,Kod produkcyjny,555,20032,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/extensions/torchat_activity_theme.dart,Kod produkcyjny,118,3853,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/extensions/torchat_chat_theme.dart,Kod produkcyjny,132,4844,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/extensions/torchat_effects_theme.dart,Kod produkcyjny,71,2120,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/extensions/torchat_inbox_theme.dart,Kod produkcyjny,153,5288,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/extensions/torchat_shell_theme.dart,Kod produkcyjny,134,4714,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/extensions/torchat_status_theme.dart,Kod produkcyjny,82,2572,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/families/current_theme.dart,Kod produkcyjny,287,9008,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/families/retro_theme.dart,Kod produkcyjny,723,22686,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/reduced_motion_policy.dart,Kod produkcyjny,20,663,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/theme_controller.dart,Kod produkcyjny,55,1713,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/theme_preferences.dart,Kod produkcyjny,83,2593,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/theme_preferences_store.dart,Kod produkcyjny,48,1625,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/theme_registry.dart,Kod produkcyjny,128,4255,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/torchat_theme.dart,Kod produkcyjny,13,485,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/theme/widgets/themed_icon.dart,Kod produkcyjny,56,1826,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/app/ui_operation_registry.dart,Kod produkcyjny,73,2592,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/client_runtime.dart,Kod produkcyjny,407,14634,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/application_state/application_snapshot.dart,Kod produkcyjny,110,3352,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/application_state/application_snapshot_patch.dart,Kod produkcyjny,70,2079,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/application_state/application_state_store.dart,Kod produkcyjny,227,7897,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/application_state/unread_summary.dart,Kod produkcyjny,44,1386,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/attachments/encrypted_image_store.dart,Kod produkcyjny,235,8052,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/attachments/image_attachment_picker.dart,Kod produkcyjny,48,1540,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/attachments/image_gallery_service.dart,Kod produkcyjny,26,712,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/attachments/image_message_codec.dart,Kod produkcyjny,123,3652,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/connection/app_state_connection.dart,Kod produkcyjny,20,636,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/connection/connection_component.dart,Kod produkcyjny,82,2552,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/connection/connection_gate.dart,Kod produkcyjny,28,906,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/connection/connection_readiness.dart,Kod produkcyjny,383,13339,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/connection/connection_summary.dart,Kod produkcyjny,85,2687,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/connection/sequential_connection_sequence.dart,Kod produkcyjny,42,1098,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/models/domain.dart,Kod produkcyjny,1061,32930,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/models/generated/runtime_models.g.dart,"Kod wygenerowany, lock i zasoby zależności",282,7802,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/lib/core/presence/contact_presence_snapshot.dart,Kod produkcyjny,60,1651,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/presence/contact_presence_store.dart,Kod produkcyjny,26,791,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/presence/contact_probe_coordinator.dart,Kod produkcyjny,191,5792,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/problems/runtime_problem_classifier.dart,Kod produkcyjny,84,2631,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/core/relationships/relationship_message.dart,Kod produkcyjny,38,1150,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/generated/runtime_contract.g.dart,"Kod wygenerowany, lock i zasoby zależności",336,15551,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/message_paging.dart,Kod produkcyjny,66,2028,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/message_projection.dart,Kod produkcyjny,11,444,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_arguments.dart,Kod produkcyjny,92,2952,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_bridge_base.dart,Kod produkcyjny,353,10978,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_contract.dart,Kod produkcyjny,2,44,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_line.dart,Kod produkcyjny,149,4774,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_payload.dart,Kod produkcyjny,160,6237,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_repository.dart,Kod produkcyjny,818,28585,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_repository_models.dart,Kod produkcyjny,65,1521,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/runtime/runtime_response.dart,Kod produkcyjny,29,683,przejrzany w dostarczonym agregacie,ręczny przegląd krytycznej ścieżki,
mobile/lib/core/startup/sequential_startup_orchestrator.dart,Kod produkcyjny,327,9872,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/account/account_view.dart,Kod produkcyjny,72,2246,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/account/image_storage_settings_section.dart,Kod produkcyjny,167,5211,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/account/settings_view.dart,Kod produkcyjny,502,18368,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/chats/composer_draft.dart,Kod produkcyjny,30,637,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/chats/message_bubble.dart,Kod produkcyjny,268,9110,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/chats/release_chat_view.dart,Kod produkcyjny,1206,43982,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/chats/release_message_bubble.dart,Kod produkcyjny,510,16757,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/connection/connection_center_sheet.dart,Kod produkcyjny,279,10574,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/contacts/contacts_view.dart,Kod produkcyjny,715,29038,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/invites/invite_scanner.dart,Kod produkcyjny,201,6452,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/onboarding/connection_warmup_screen.dart,Kod produkcyjny,231,8557,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/onboarding/nickname_onboarding_screen.dart,Kod produkcyjny,110,4166,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/onboarding/onboarding_support_views.dart,Kod produkcyjny,459,15171,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/onboarding/onboarding_views.dart,Kod produkcyjny,536,15941,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/shell/desktop/desktop_workspace.dart,Kod produkcyjny,855,30045,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/shell/desktop/resizable_split_pane.dart,Kod produkcyjny,148,4448,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/features/shell/main_shell.dart,Kod produkcyjny,364,13817,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/main.dart,Kod produkcyjny,728,25623,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/mobile_bridge.dart,Kod mobilny i integracje platformowe,69,2545,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/async/async_operation_state.dart,Kod produkcyjny,44,1196,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/async/busy_action_button.dart,Kod produkcyjny,69,1735,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/async/busy_surface.dart,Kod produkcyjny,188,5363,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/async/themed_activity_indicator.dart,Kod produkcyjny,91,2485,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/formatters/conversation_display.dart,Kod produkcyjny,45,1266,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/formatters/invite_code.dart,Kod produkcyjny,52,1430,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/formatters/message_timestamps.dart,Kod produkcyjny,64,1883,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/formatters/operation_status.dart,Kod produkcyjny,28,1346,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/action_section.dart,Kod produkcyjny,30,568,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/action_tile.dart,Kod produkcyjny,33,808,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/callout_card.dart,Kod produkcyjny,74,2037,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/contact_list_section.dart,Kod produkcyjny,167,5566,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/conversation_list_section.dart,Kod produkcyjny,327,11703,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/copyable_info_tile.dart,Kod produkcyjny,40,954,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/counter_badge.dart,Kod produkcyjny,82,2290,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/empty_state.dart,Kod produkcyjny,30,753,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/feature_header.dart,Kod produkcyjny,60,1653,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/identity_avatar.dart,Kod produkcyjny,131,3731,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/identity_section.dart,Kod produkcyjny,42,1030,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/info_tile.dart,Kod produkcyjny,33,784,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/list_items.dart,Kod produkcyjny,251,7826,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/message_delivery_surface.dart,Kod produkcyjny,77,1711,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/profile_summary.dart,Kod produkcyjny,42,994,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/section_card.dart,Kod produkcyjny,76,2126,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/status_banner.dart,Kod produkcyjny,25,784,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/status_probe.dart,Kod produkcyjny,197,5951,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/themed_switch_list_tile.dart,Kod produkcyjny,111,3179,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/toast_host.dart,Kod produkcyjny,166,5067,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/shared/widgets/tor_status_bar.dart,Kod produkcyjny,389,13151,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/lib/windows_runtime.dart,Kod mobilny i integracje platformowe,620,21688,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/.gitignore,Kod mobilny i integracje platformowe,2,18,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/CMakeLists.txt,Kod mobilny i integracje platformowe,129,4767,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/flutter/CMakeLists.txt,Kod mobilny i integracje platformowe,89,2815,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/flutter/generated_plugin_registrant.cc,"Kod wygenerowany, lock i zasoby zależności",32,1613,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/linux/flutter/generated_plugin_registrant.h,"Kod wygenerowany, lock i zasoby zależności",16,303,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/linux/flutter/generated_plugins.cmake,"Kod wygenerowany, lock i zasoby zależności",30,850,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/linux/runner/CMakeLists.txt,Kod mobilny i integracje platformowe,27,974,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/runner/main.cc,Kod mobilny i integracje platformowe,7,180,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/runner/my_application.cc,Kod mobilny i integracje platformowe,149,5467,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/linux/runner/my_application.h,Kod mobilny i integracje platformowe,22,451,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/macos/.gitignore,Kod mobilny i integracje platformowe,8,89,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/macos/Flutter/GeneratedPluginRegistrant.swift,"Kod wygenerowany, lock i zasoby zależności",29,1204,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/macos/Runner/AppDelegate.swift,Kod mobilny i integracje platformowe,14,311,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json,Kod mobilny i integracje platformowe,69,1291,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/macos/Runner/MainFlutterWindow.swift,Kod mobilny i integracje platformowe,16,388,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/macos/RunnerTests/RunnerTests.swift,Testy,13,290,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/pubspec.lock,"Kod wygenerowany, lock i zasoby zależności",834,24512,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/pubspec.yaml,Dokumentacja i konfiguracja repozytorium,49,972,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/test/android_background_runtime_contract_test.dart,Testy,62,2414,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/app/theme_contrast_test.dart,Testy,56,2324,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/automatic_pairing_trust_contract_test.dart,Testy,32,1002,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/contact_presence_coordinator_test.dart,Testy,77,2587,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/contact_status_presentation_test.dart,Testy,59,1895,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/conversation_display_test.dart,Testy,14,506,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/application_state/application_snapshot_test.dart,Testy,159,4345,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/application_state/runtime_repository_snapshot_test.dart,Testy,466,13787,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/attachments/encrypted_image_store_test.dart,Testy,91,3046,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/attachments/image_attachment_preferences_test.dart,Testy,27,688,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/attachments/image_message_codec_test.dart,Testy,62,2070,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/connection/connection_readiness_test.dart,Testy,141,4691,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/connection/sequential_connection_readiness_test.dart,Testy,75,3404,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/connection/sequential_connection_sequence_test.dart,Testy,71,3075,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/problems/runtime_problem_classifier_test.dart,Testy,41,1444,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/relationships/relationship_message_test.dart,Testy,44,1309,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/core/startup/sequential_startup_orchestrator_test.dart,Testy,92,2874,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/domain_model_test.dart,Testy,318,10415,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/features/chats/release_chat_view_history_test.dart,Testy,123,3928,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/features/shell/main_shell_shortcuts_test.dart,Testy,110,3401,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/invite_code_formatter_test.dart,Testy,19,702,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/pairing_origin_test.dart,Testy,48,1248,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/release_0_1_contract_test.dart,Testy,76,3317,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/runtime_contract_fixture_test.dart,Testy,54,1893,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/runtime_contract_manifest_test.dart,Testy,120,4170,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/sequential_warmup_contract_test.dart,Testy,119,4250,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/shared_widgets_test.dart,Testy,43,1325,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/theme_contract_test.dart,Testy,169,5510,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/theme_preferences_store_test.dart,Testy,49,1605,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/tor_status_formatter_test.dart,Testy,19,768,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/ui_flow_test.dart,Testy,1673,50547,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/ui_notification_center_test.dart,Testy,55,2081,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/ui_polish_contract_test.dart,Testy,104,3635,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/unread_summary_test.dart,Testy,30,992,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/test/widget_test.dart,Testy,248,7769,przejrzany w dostarczonym agregacie,przegląd zakresu i asercji,
mobile/windows/.gitignore,Kod mobilny i integracje platformowe,18,291,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/CMakeLists.txt,Kod mobilny i integracje platformowe,109,4164,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/flutter/CMakeLists.txt,Kod mobilny i integracje platformowe,110,3742,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/flutter/generated_plugin_registrant.cc,"Kod wygenerowany, lock i zasoby zależności",30,1182,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/windows/flutter/generated_plugin_registrant.h,"Kod wygenerowany, lock i zasoby zależności",16,302,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/windows/flutter/generated_plugins.cmake,"Kod wygenerowany, lock i zasoby zależności",31,864,przejrzany w dostarczonym agregacie,kontrola pochodzenia/generowania lub zależności,
mobile/windows/runner/CMakeLists.txt,Kod mobilny i integracje platformowe,51,2316,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/flutter_window.cpp,Kod mobilny i integracje platformowe,134,4569,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/flutter_window.h,Kod mobilny i integracje platformowe,39,1149,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/main.cpp,Kod mobilny i integracje platformowe,44,1267,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/resource.h,Kod mobilny i integracje platformowe,17,432,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/utils.cpp,Kod mobilny i integracje platformowe,66,1797,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/utils.h,Kod mobilny i integracje platformowe,20,672,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/win32_window.cpp,Kod mobilny i integracje platformowe,289,8534,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
mobile/windows/runner/win32_window.h,Kod mobilny i integracje platformowe,103,3522,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
protocol/dev-fixtures/android-peer.json,Kod produkcyjny,5,21202,przejrzany w dostarczonym agregacie,przegląd statyczny i semantyczny,
scripts/internal/build-android-core.ps1,"Skrypty, CI/CD i infrastruktura",164,7014,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/build-cache.ps1,"Skrypty, CI/CD i infrastruktura",115,4070,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/build-clients.ps1,"Skrypty, CI/CD i infrastruktura",347,16209,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/build-desktop-runtime.ps1,"Skrypty, CI/CD i infrastruktura",81,3832,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/check-android-engine-symbols.ps1,"Skrypty, CI/CD i infrastruktura",47,2282,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/check-clean-architecture.ps1,"Skrypty, CI/CD i infrastruktura",85,4596,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/check-runtime-contract.ps1,"Skrypty, CI/CD i infrastruktura",241,7666,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
scripts/internal/check-server-relay-ephemeral.ps1,"Skrypty, CI/CD i infrastruktura",28,621,przejrzany w dostarczonym agregacie,przegląd statyczny konfiguracji i ścieżek wdrożenia,
